object_id,lane,name,type,entry_anchor,level,consumers,tests,note,review_status,axis_a,axis_b,axis_c,axis_d,axis_e,axis_f,findings_total,confirmed,rejected,suspended,closeout_status,workbook,reviewer,baseline
D13,p1_decision_chain,周期分析器,算法,src/zephyr/regime/regime_cycle_analyzer.py:182,P2,regime包内,tests/regime/test_regime_cycle_analyzer.py, || 收口:P2 日历upcoming窗口结构性为空:挂起登记;驳回1,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_d13.md,,2fa92002c3
D14,p1_decision_chain,风格Regime模型,算法,src/zephyr/regime/style_regime_model.py:64,P2,regime包内,tests/regime/test_style_regime_model.py, || 收口:P2 单期差分档未决率高+初态噪声:挂起登记;防抖状态机推演无死角,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_d14.md,,2fa92002c3
D15,p1_decision_chain,波动率告警器,算法,src/zephyr/regime/volatility_regime_alerter.py:112,P2,regime包内,tests/regime/test_volatility_regime_alerter.py, || 收口:P2 零消费+MATURITY=production漂移(同D04/D07家族):挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_d15.md,,2fa92002c3
W01,p1_decision_chain,信号合成器,算法,src/zephyr/pf_alloc/core/signal_synthesis_combiner.py:209,P0,src内仅自身引用——接线存疑待裁定,tests/pf_alloc/test_signal_synthesis_combiner.py,孤儿嫌疑(关键缺口#3) || 收口:孤儿裁定成立;P1 NEUTRAL信号并入方向仓位(target_weight语义裁定):挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_w01.md,,2fa92002c3
W02,p1_decision_chain,Regime BMA加权,算法,src/zephyr/pf_alloc/core/regime_bma_weighting.py:122,P0,pf_alloc包内allocation链,tests/pf_alloc/test_regime_bma_weighting.py, || 收口:孤儿成立(W01权重源从未装配=上半段整链缺失);P1 IC min_samples=2 winner-take-all+重启丢态:挂起登记;立卡Elliott-Timmermann/Shi2016,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_w02.md,,2fa92002c3
W03,p1_decision_chain,Regime元分配器,算法,src/zephyr/pf_alloc/core/regime_meta_allocator.py:199,P0,allocation_inputs/allocation_orchestrator,tests/pf_alloc/test_regime_meta_allocator.py,六段预算带源头;他会话在途施工 || 收口:唯一真实接线件;NaN三旁路实测(生产主链被上游清洗兜住):挂起登记(防御性isfinite裁定);双承载嫌疑裁定=无;'六段预算带'字样未检出:挂起核对,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_w03.md,,2fa92002c3
W04,p1_decision_chain,策略相关性闸,闸门,src/zephyr/pf_alloc/core/strategy_correlation_gate.py:220,P1,pf_alloc包内,tests/pf_alloc/test_strategy_correlation_gate.py, || 收口:P1名义挂接零实际调用+空输入PASS fail-open+HARD_REJECT可降级:挂起登记(接线裁定);轴F受阻如实记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_w04.md,,2fa92002c3
W05,p1_decision_chain,风险预算分配,算法,src/zephyr/pf_alloc/core/risk_budget_allocator.py:29(:69/:79),P1,pf_alloc包内,tests/pf_alloc/test_risk_budget_allocator.py, || 收口:P1 risk_parity与inverse_var逐位相同(模式开关无效)+VaR符号互斥静默等权:挂起登记;CVaR与W06双实现窗口漂移(checklist#4实锤):挂起合并;立卡真ERC(Quantpedia/PO book§6.5),待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_w05.md,,2fa92002c3
W06,p1_decision_chain,尾部对冲信号,算法,src/zephyr/pf_alloc/core/tail_hedge_signal.py:27,P2,pf_alloc包内,tests/pf_alloc/test_tail_hedge_signal.py, || 收口:P2 CVaR尾窗多取1条+PIT契约缺失+文档失实:挂起登记;孤儿(experimental标注诚实),待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_w06.md,,2fa92002c3
W07,p1_decision_chain,回撤限额分配,闸门,src/zephyr/pf_alloc/core/maxdd_limit_allocator.py:88,P1,pf_alloc包内,tests/pf_alloc/test_maxdd_limit_allocator.py," || 收口:P1 NaN回撤判NORMAL满配确认并治本(dd NaN拒收+base_weight NaN拒收,对齐头注Fail-Closed不变量),12/12绿;孤儿+MATURITY失实:挂起",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p1_decision_chain/rpt_w07.md,,2fa92002c3
B01,p1_decision_chain,事件驱动回测引擎,引擎,src/zephyr/backtest/implementations/event_driven_engine.py:102,P0,strategy_runner/implementations包,tests/backtest/test_event_driven_engine.py," || 收口:P1-T+1 tick级绕过确认并治本(根因=datetime全等比较→日历日归一化,兼容str/timestamp;探针复跑被拒;backtest域1792/1793);P1-tick年化量纲:挂起登记(metrics频率感知年化立卡)",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b01.md,,2fa92002c3
B02,p1_decision_chain,向量化回测引擎,引擎,src/zephyr/backtest/implementations/vectorized_engine.py:160,P0,implementations包/shrinkage_engine/event_driven,无专属测试(缺口),核心引擎缺测试 || 收口:反向立卡(T+1硬断言强于惯例);P2开关正交矩阵/信号面板异常吞没:挂起登记;无专属测试缺口保留观察,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b02.md,,2fa92002c3
B03,p1_decision_chain,撮合引擎,引擎,src/zephyr/backtest/core/matching_engine.py:152,P0,event_driven/vectorized引擎,tests/backtest/test_matching_engine.py,撮合错=成交价虚优 || 收口:P2 tick模式不查涨跌停+stkLimit双重fail-open:挂起登记(封板保护设计裁定),待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b03.md,,2fa92002c3
B04,p1_decision_chain,回测数据装配器,引擎,src/zephyr/backtest/core/data_handler.py:68(:496 MultiSource),P0,pit_manager消费链/双引擎,tests/backtest/test_data_handler_pit.py, || 收口:P2两类Handler孤儿死码+多表PIT版本冲突静默任意取:挂起登记(退役/去留裁定),待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b04.md,,2fa92002c3
B05,p1_decision_chain,PIT管理器,闸门,src/zephyr/backtest/core/pit_manager.py:74,P0,data_handler,tests/backtest/test_pit_manager.py,"PIT失守=回测全虚 || 收口:P1 embargo双承载漂移(pit_query默认0全仓零传参=生产PIT零隔离):挂起登记(默认值裁定,生产财务PIT真防线在引擎层+数据层哨兵)",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b05.md,,2fa92002c3
B06,p1_decision_chain,Tick重放器,引擎,src/zephyr/backtest/core/tick_replay.py:70,P1,event_driven_engine,tests/backtest/test_tick_replay_data_handler.py, || 收口:P2 sort_values非稳定排序确认并治本(kind=stable);P2缺列默认0+5秒聚合死路径:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b06.md,,2fa92002c3
B07,p1_decision_chain,CH Tick重放器,引擎,src/zephyr/backtest/implementations/ch_tick_replay.py,P2,implementations包内,tests/zephyr/backtest/test_ch_tick_replay.py, || 收口:P2 OHLC伪造=last_price未披露:挂起登记(真实OHLC源裁定);1档降级容量不可比:挂起,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b07.md,,2fa92002c3
B08,p1_decision_chain,WalkForward分析器,算法,src/zephyr/backtest/core/walk_forward.py:88,P1,双引擎,tests/backtest/test_walk_forward.py,窗口泄漏=样本外虚高 || 收口:P1三模式无purge/embargo(逐折再拟合调用方即裸奔):挂起登记(立卡:purge/embargo对齐);WRC名实不符:挂起,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b08.md,,2fa92002c3
B09,p1_decision_chain,CPCV切分,算法,src/zephyr/backtest/core/cpcv.py:64,P1,strategy_cpcv_matrix,tests/backtest/test_cpcv.py, || 收口:P2缺省t1=None/embargo=0名义CPCV实为裸CV:挂起登记(与B05同批裁定);PBO数学逐条核验通过,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b09.md,,2fa92002c3
B10,p1_decision_chain,策略CPCV矩阵,管线,src/zephyr/backtest/core/strategy_cpcv_matrix.py:83,P1,backtest/core内部,tests/backtest/test_strategy_cpcv_matrix.py, || 收口:孤儿(零import+[CONSUMERS]不实):挂起登记(退役/接线裁定);t1隐式契约:挂起,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b10.md,,2fa92002c3
B11,p1_decision_chain,成本归因,引擎,src/zephyr/backtest/core/cost_attribution.py:148,P1,result_repository/fw_backtest,tests/backtest/test_cost_attribution.py," || 收口:P1 ADV缺失→participation=1.0冲击腿55x虚高(生产artifact全量污染)确认并治本(分母按docstring退化到层代表ADV),对拍:修复前199.70bp→修复后3.63bp(与传ADV 3.65bp 1.00x),177/177绿;as_run轨未污染",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p1_decision_chain/rpt_b11.md,,2fa92002c3
B12,p1_decision_chain,成本模型校准,引擎,src/zephyr/backtest/core/cost_model_calibration.py:77(:198),P0,backtest core成本链,tests/backtest/test_cost_model_calibration.py,生死线三件套之一 || 收口:P2 PROVENANCE工件与常量不同源(gamma=0复算):挂起登记(证据工件再生);数学/A股口径全过,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b12.md,,2fa92002c3
B13,p1_decision_chain,验证方法学runner,管线,src/zephyr/trading/validation/runner.py:480,P1,decay_watch/replay_drill,tests/trading/test_validation_runner.py; test_validation_ablation.py,REG-VALM-001五类验证 || 收口:P2 side窄匹配大小写分裂风险+14节点共享批级统计:挂起登记;热力最高印证文档漂移:挂起,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b13.md,,2fa92002c3
B14,p1_decision_chain,回测预检器,闸门,src/zephyr/backtest/core/preflight_checker.py:50,P2,backtest core,tests/backtest/test_preflight_checker.py, || 收口:P3零接线但MATURITY=production名不副实:挂起登记;required_tables=()假绿边缘:挂起,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b14.md,,2fa92002c3
B15,p1_decision_chain,策略验证管线,管线,src/zephyr/backtest/core/strategy_validation_pipeline.py:67,P1,decision_gate/双引擎,tests/backtest/test_strategy_validation_pipeline.py, || 收口:P2'DSR默认关闭'文档vs默认0.95开启现实相反:挂起登记(文档三方矛盾);窗口前视防线0=注入式by-design,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b15.md,,2fa92002c3
B16,p1_decision_chain,C1收缩对比runner,管线,src/zephyr/backtest/regime_validation/c1_runner.py:96,P1,regime_validation,tests/backtest/test_c1_runner.py, || 收口:P3死指针[CONSUMERS](run_c1.py不存在):挂起登记;半孤儿实调用在tests,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b16.md,,2fa92002c3
B17,p1_decision_chain,C4 DSR runner,管线,src/zephyr/backtest/regime_validation/c4_deflated_sharpe_runner.py:62,P2,regime_validation,tests/backtest/test_c4_deflated_sharpe_runner.py, || 收口:P2 n_trial默认=批内变体数跨批不累计(防线在默认是坑)+str(name)键碰撞:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_b17.md,,2fa92002c3
F01,p1_decision_chain,Alpha信号管线,管线,src/zephyr/signal_fundamental/pipeline.py:102,P0,_g04_ops_check/factor包/risk cross_asset适配,tests/pipeline/test_alpha_signal_pipeline.py, || 收口:生产零调用(backtest.py:441跳过已坏)+run()信号被丢弃+幂等违约+跨run污染:挂起登记(退役裁定);两项复算实锤,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_f01.md,,2fa92002c3
F02,p1_decision_chain,因子工厂阶段闸,引擎,src/zephyr/factor/factor_factory.py:78(:160),P1,factor包内,tests/factor/test_factor_factory.py," || 收口:P1 ITERATION→VALIDATION后底层FSM=retired且回炉因子照常注册+三重门禁缺省lambda:True全开(复算实锤):挂起登记——F06挖矿基建接线前必修,晨报关注",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_f02.md,,2fa92002c3
F03,p1_decision_chain,WQ Alpha87算子库,引擎,src/zephyr/factor/wq_alpha_87.py:91,P1,factor包内,tests/factor/test_wq_alpha_87.py,"87算子逐个语义审查 || 收口:P1 复权口径无强制=批量因子地基隐患:挂起登记;19算子+15公式逐式核(WQ101对拍),#9/#24疑点驳回;生产零接线",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_f03.md,,2fa92002c3
F04,p1_decision_chain,UFL确定性分层,闸门,src/zephyr/factor/ufl_deterministic_layer.py:70(:84),P1,factor包内,tests/factor/test_ufl_deterministic_layer.py, || 收口:P2 孤儿+纯内存台账重启失忆:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_f04.md,,2fa92002c3
F05,p1_decision_chain,技术指标注册引擎,引擎,src/zephyr/factor/technical_indicators/indicator_base.py:175(:254),P0,technical_indicators各族8文件,tests/zephyr/factor/technical_indicators/test_indicator_base.py,指标库地基 || 收口:P2 autodiscover sys.path[0]污染+坏模块静默缩水:挂起登记;立卡TA-Lib数值对拍,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_f05.md,,2fa92002c3
S01,p1_decision_chain,水温传感器五档,算法,src/zephyr/signal_ashare/core/daily_condition_sensor.py:45,P0,L1-AGG温度计/TDM-E-L2响应链,tests/signal_ashare/test_daily_condition_sensor.py, || 收口:P1 0/None无区分防线+与sector_gate五档双承载无桥接:挂起登记;生产调用方=0待接线;F受阻,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_s01.md,,2fa92002c3
S02,p1_decision_chain,板块强度聚合器,算法,src/zephyr/signal_ashare/core/sector_strength_aggregator.py:85(:139),P0,L1-AGG/market_forecast_fusion,tests/signal_ashare/test_sector_strength_aggregator.py,"他会话在途新测试文件,收口注意 || 收口:P1 子分上界缺失+INVARIANTS声明clamp矛盾:挂起登记;他会话0字节同名测试文件在途备注",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_s02.md,,2fa92002c3
S03,p1_decision_chain,个股精评分引擎,算法,src/zephyr/signal_ashare/fine_scoring_engine.py:52,P0,candidate_pool_aggregator/coarse_funnel/conditional_density,tests/signal_ashare/test_fine_scoring_engine.py," || 收口:P1 单NaN毒化全横截面(实证):挂起登记(score_fine零调用方=接线期地雷,接线时必修);MATURITY失实",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_s03.md,,2fa92002c3
S04,p1_decision_chain,主线概率,算法,src/zephyr/signal_ashare/mainline_probability.py:111,P1,position_sector_context/sector_ecology_judge,tests/signal_ashare/test_mainline_probability.py, || 收口:P1 money_flow NULL→0资金维静默压0(D10同症):挂起登记;有域内消费链,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_s04.md,,2fa92002c3
S05,p1_decision_chain,市场九宫格传感,算法,src/zephyr/signal_ashare/market_state_sensor.py:90(:110),P1,daily_condition_sensor,tests/signal_ashare/test_market_state_sensor.py," || 收口:P2 差一崩溃确认并治本(门槛=max(min_history,long_window+1)),n=60拒绝n=61通过,30/30绿;断档静默/SQL format:挂起;loader同构复制与S12同族:挂起",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p1_decision_chain/rpt_s05.md,,2fa92002c3
S06,p1_decision_chain,个股信号强度,算法,src/zephyr/signal_ashare/stock_signal_strength.py:82,P1,signal_ashare包内,tests/signal_ashare/test_stock_signal_strength.py," || 收口:P1 全零量→NaN弱标签确认并治本(零成交中性降级+留痕),探针过30/30绿;复权口径未约定:挂起",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p1_decision_chain/rpt_s06.md,,2fa92002c3
S07,p1_decision_chain,缠论结构识别,算法,src/zephyr/signal_ashare/chanlun_structure.py:78,P1,signal_ashare包内,tests/signal_ashare/test_chanlun_structure.py, || 收口:P2 严格笔'独立K线>=5'双解释未裁定:挂起登记;有真实消费链非孤儿;F受阻,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_s07.md,,2fa92002c3
S08,p1_decision_chain,粗筛漏斗,管线,src/zephyr/signal_ashare/screening/coarse_screening_funnel.py:44,P1,fine_scoring_engine上游,tests/signal_ashare/screening/test_coarse_screening_funnel.py, || 收口:P1 五维默认值=通过值全域唯一fail-open反例:挂起登记(接线时必修);F受阻,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_s08.md,,2fa92002c3
S09,p1_decision_chain,趋势线支撑压力,算法,src/zephyr/signal_ashare/trendline_sr_detector.py:63,P2,signal_ashare包内,tests/signal_ashare/test_trendline_sr_detector.py, || 收口:P2 max_levels截断后选取支撑压力错位:挂起登记;断供降级语义全域最健康,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_s09.md,,2fa92002c3
S10,p1_decision_chain,指数共振评分,算法,src/zephyr/signal_ashare/index_resonance_scorer.py:92,P2,signal_ashare包内,tests/signal_ashare/test_index_resonance_scorer.py," || 收口:P1 全平序列假卖出75.2置信确认并治本(RSI平坦中性+四族等值边界三态化),复验中性0.0,15/15绿;stale照发:挂起",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p1_decision_chain/rpt_s10.md,,2fa92002c3
S11,p1_decision_chain,机构行为分析器,算法,src/zephyr/signal_ashare/institutional_behavior_analyzer.py:93,P2,signal_ashare包内,tests/signal_ashare/test_institutional_behavior_analyzer.py, || 收口:P1 缺数据双向各拿满分(缺数据=双加分非中性):挂起登记;状态机真身在orchestrator(头注失实):挂起,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_s11.md,,2fa92002c3
S12,p1_decision_chain,市场生命周期相位,算法,src/zephyr/signal_ashare/market_lifecycle_phase.py:97,P2,signal_ashare包内,tests/signal_ashare/test_market_lifecycle_phase.py, || 收口:P2 禁为约束传感器无置信门槛+stale静默:挂起登记;与S05 loader模板级复制:挂起合并,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_s12.md,,2fa92002c3
M01,p1_decision_chain,次日概率闸,闸门,src/zephyr/signal_ashare/ml_forecast/next_day_probability_gate.py:90(:172),P0,signal_ashare包导出链,tests/signal_ashare/ml_forecast/test_next_day_probability_gate.py,预测→行动最终闸 || 收口:P2 sink异常击穿'拦截不抛错'门语义:挂起登记;孤儿,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_m01.md,,2fa92002c3
M02,p1_decision_chain,次日八态预测,算法,src/zephyr/signal_ashare/ml_forecast/next_day_8state_forecast.py:78,P1,probability_gate上游,tests/signal_ashare/ml_forecast/test_next_day_8state_forecast.py, || 收口:P2 symbol直插SQL+指数分红季GAP误判偏置:挂起登记;消费方真实健康,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_m02.md,,2fa92002c3
M03,p1_decision_chain,条件密度预测,算法,src/zephyr/signal_ashare/ml_forecast/conditional_density_predictor.py:56,P1,ml_forecast包内,tests/signal_ashare/ml_forecast/test_conditional_density_predictor.py," || 收口:P2 window=0静默不截断+无config校验确认并治本(__post_init__四防:window/min_samples/quantiles单调/var_level),302/302绿;NaN全链裸奔:挂起(接线期必修)",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p1_decision_chain/rpt_m03.md,,2fa92002c3
M04,p1_decision_chain,保形预测族,算法,src/zephyr/signal_ashare/ml_forecast/conformal_predictor.py:54(+tcp_rm/adaptive两变体),P1,ml_forecast包内,tests/signal_ashare/ml_forecast/test_conformal_predictor.py,"覆盖率失真=置信虚高;三变体D轴合并审查 || 收口:P1 CP-VaR双侧target对单侧破位统计口径错位确认并治本(target=(1-coverage)/2),既有测试契约同步收紧0.2→0.1+gap0.4,302/302绿;044主件NaN→(nan,nan):挂起(生产消费变体,接线期必修);立卡ACI待核",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p1_decision_chain/rpt_m04.md,,2fa92002c3
T01,p1_decision_chain,TDM决策地图加载校验,闸门,src/zephyr/trading/decision_map.py:348(:215/:230),P0,decision_map_gate/algo_note_sync_gate/strategy_factory_map_gate/api_server,tests/trading/test_decision_map.py,"决策链单一真源 || 收口:P2 矩阵格(node_id,state)可重复+_CODE_STRATEGY_IDS手工清单违§9.5:挂起登记;立卡SR26-2/Fed2026",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_t01.md,,2fa92002c3
T02,p1_decision_chain,策略intake准入,闸门,src/zephyr/strategy_pipeline/intake.py:263(fdr_gate:80),P0,api_server等,tests/strategy_pipeline/test_intake.py; tests/backtest/test_factory_intake_pipeline.py," || 收口:P1 decay=None/空segments三条件静默通过(fail-open,接线期必修):挂起登记——intake是活闸,行为收紧需裁定+灰度;差异化指纹空集穿透:挂起",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_t02.md,,2fa92002c3
T03,p1_decision_chain,日度决策编排器,管线,src/zephyr/strategy_pipeline/daily_decision_orchestrator.py:582,P0,pipeline_events/decision_daily schema,tests/strategy_pipeline/test_decision_orchestrator.py, || 收口:P2 regime confidence=NULL炸腿全日无快照+euphoria只卖不买未结构化落列:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_t03.md,,2fa92002c3
T04,p1_decision_chain,生命周期FSM,状态机,src/zephyr/strategy_pipeline/lifecycle_fsm.py:112(:75 SimPromotionGuard),P1,strategy_pipeline包内,tests/strategy_pipeline/test_lifecycle_fsm.py,越级晋升防护 || 收口:P2 FSM无持久化+base reset可绕guard(防线实为注册表CAS+OwnerToken三层在位):挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_t04.md,,2fa92002c3
T05,p1_decision_chain,前向回测窗口/指纹,管线,src/zephyr/strategy_pipeline/fw_backtest.py:132,P1,cost_attribution/intake链,tests/strategy_pipeline/test_fw_backtest.py, || 收口:P1 滚动窗口不在指纹内→证据窗永久冻结陈窗直供promotion:挂起登记(指纹语义裁定);bh_fdr:26引文错挂勘误登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_t05.md,,2fa92002c3
T06,p1_decision_chain,晋升建议器,管线,src/zephyr/strategy_pipeline/promotion_advisory.py:110,P2,strategy_pipeline包内,tests/strategy_pipeline/test_promotion_advisory.py, || 收口:P1 token=None×API零认证×CORS *=drive-by可批晋升:挂起登记——晨报关注(认证半径裁定);'连续2月'累计口径:挂起,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_t06.md,,2fa92002c3
G01,p1_decision_chain,基本面信号合成器,算法,src/zephyr/signal_fundamental/synth/signal_synthesizer.py:58,P1,signal_fundamental pipeline/combiner,tests/trading/integration/test_signal_synthesizer_contract.py,"combiner域33行stub嫌疑(关键缺口#4) || 收口:P1 stub确认(全仓零实现registry恒空)+幂等键含uuid(复算实锤):挂起登记——stub填实或退役裁定,晨报关注",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_g01.md,,2fa92002c3
G02,p1_decision_chain,基本面选股漏斗,管线,src/zephyr/signal_fundamental/selection_funnel.py:93,P1,signal_fundamental包内,tests/signal_fundamental/test_selection_funnel.py, || 收口:P2 适配层孤儿+北交所fail-open防呆纯文档:挂起登记;骨架数学无缺陷,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_g02.md,,2fa92002c3
G03,p1_decision_chain,负面事实否决闸,闸门,src/zephyr/signal_fundamental/negative_veto.py:42,P0,signal_fundamental包内,tests/signal_fundamental/test_negative_veto.py,"否决失效=踩雷股放行 || 收口:P2 半孤儿+上游断供静默空转无统计:挂起登记;单件数学零缺陷,接线后P0风险成立",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_g03.md,,2fa92002c3
E01,p1_decision_chain,卖出信号融合引擎,算法,src/zephyr/sell_decision/core/sell_signal_fusion_engine.py:159,P0,sell_decision core导出,tests/sell_decision/test_sell_signal_fusion_engine.py,"裁定#309:卖出族12件整族挂起——审查继续,施工受裁定约束 || 收口:P1 族级结构性孤儿(全仓包外零导入)=裁定#309机械互证:挂起;单信号HIGH无佐证折减:挂起",待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_e01.md,,2fa92002c3
E02,p1_decision_chain,卖出信号评分器,算法,src/zephyr/sell_decision/core/sell_signal_scorer.py:68(:92),P1,sell_decision融合链,tests/sell_decision/test_sell_signal_scorer.py, || 收口:P2 无统计时全体×0.5默认降权+与E01 UNKNOWN口径相反:挂起登记(族内对账),待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_e02.md,,2fa92002c3
E03,p1_decision_chain,止损策略(sell),算法,src/zephyr/sell_decision/core/stop_loss_strategy.py:121(:131),P1,sell_decision执行链,tests/sell_decision/test_stop_loss_strategy.py," || 收口:P1 ATR缺失降级锚entry致盈利期悬崖确认并治本(锚点同构=max(最高收盘,entry),debug升warning),365/365绿;take_profit单源复用同步受益;降级不按phase:挂起",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p1_decision_chain/rpt_e03.md,,2fa92002c3
E04,p1_decision_chain,买卖冲突仲裁器,闸门,src/zephyr/sell_decision/core/sell_conflict_arbitrator.py:118(:146),P1,sell_decision包内,tests/sell_decision/test_sell_conflict_arbitrator.py, || 收口:P2 RISK子串匹配脆弱+NO_CONFLICT直通不进事件流:挂起登记,待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_e04.md,,2fa92002c3
E05,p1_decision_chain,持仓分诊,算法,src/zephyr/sell_decision/core/position_triage.py:72,P1,sell_decision包内,tests/sell_decision/test_position_triage.py," || 收口:P1 价格跌破止损线判MONITOR确认并治本(破位即WATCH前置),365/365绿;NaN delta静默放宽:挂起",待审,,,,,,,0,0,0,0,已收口,docs/_working/deep_review_full/p1_decision_chain/rpt_e05.md,,2fa92002c3
E06,p1_decision_chain,分批卖出,算法,src/zephyr/sell_decision/core/scaling_out.py,P2,sell_decision包内,tests/sell_decision/test_scaling_out.py, || 收口:P2 与E03同spec两处实现分化(本件是正确示范)+1/3实为0.33:挂起登记(族内对账时统一),待审,,,,,,,0,0,0,0,收口中,docs/_working/deep_review_full/p1_decision_chain/rpt_e06.md,,2fa92002c3
T08,p1_decision_chain,TDM全图对账,对账,docs/01_policies_and_standards/alignment_checklist.md + config/trading_decision_map.yaml,P1,全链,对齐闸体系,全景vs TDM地图节点对账=封矿判据零缺口证明,待审,,,,,,,0,0,0,0,待收口,docs/_working/deep_review_full/p1_decision_chain/rpt_t08.md,,2fa92002c3
