relative_path,current_ttl,suggested_ttl,confidence,title,doc_type,key_signals,reason
docs/02_enterprise_architecture/03_governance_reports/domain_id_hyphen_rename_taskcards/task-ops-2026062625.md,task_bound,task_bound,medium,阶段4 活文档+阶段5 工作 CSV 修改（6文件，~34处替换）,operational_rule,"目录=task_bound | 正文永久: rule,index | 正文临时: 施工",标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/02_enterprise_architecture/03_governance_reports/domain_id_hyphen_rename_taskcards/task-ops-2026062626.md,task_bound,task_bound,medium,元审查：循环审查修复 OPS-2026062625（活文档+CSV验证）,operational_rule,"目录=task_bound | 正文永久: 标准,index | 正文临时: 记录",标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/02_enterprise_architecture/03_governance_reports/domain_id_hyphen_rename_taskcards/task-ops-2026062627.md,task_bound,task_bound,medium,阶段6 历史文档 ttl 补全+追加裁定说明（7文件）,operational_rule,"目录=task_bound | 标题永久: 裁定 | 正文永久: 门禁,gate,裁定 | 正文临时: 记录,施工,施工方案",位于过程性目录，跟随目录语义（标题含永久词['裁定']但目录优先）
docs/02_enterprise_architecture/03_governance_reports/domain_id_hyphen_rename_taskcards/task-ops-2026062628.md,task_bound,task_bound,medium,元审查：循环审查修复 OPS-2026062627（历史文档验证）,operational_rule,"目录=task_bound | 正文永久: 标准,gate,裁定 | 正文临时: 记录",标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/02_enterprise_architecture/03_governance_reports/domain_id_hyphen_rename_taskcards/task-ops-2026062629.md,task_bound,task_bound,medium,阶段7 重新生成制品（~15+文件，5个生成器批次）,operational_rule,"目录=task_bound | 正文永久: rule,标准,索引 | 正文临时: 报告,记录,施工",标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/02_enterprise_architecture/03_governance_reports/domain_id_hyphen_rename_taskcards/task-ops-2026062630.md,task_bound,task_bound,medium,元审查：循环审查修复 OPS-2026062629（生成制品验证）,operational_rule,"目录=task_bound | 正文永久: blueprint,标准",标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/02_enterprise_architecture/03_governance_reports/domain_id_hyphen_rename_taskcards/task-ops-2026062631.md,task_bound,task_bound,medium,阶段8 循环验收（2轮diagnose+残留扫描+GATE-15校验）,operational_rule,"目录=task_bound | 标题永久: gate | 正文永久: blueprint,gate,index | 正文临时: 施工",位于过程性目录，跟随目录语义（标题含永久词['gate']但目录优先）
docs/02_enterprise_architecture/03_governance_reports/domain_id_hyphen_rename_taskcards/task-ops-2026062632.md,task_bound,task_bound,medium,元审查：循环审查修复 OPS-2026062631（验收关卡验证）,operational_rule,"目录=task_bound | 正文永久: blueprint,标准,gate | 正文临时: 记录,修复记录",标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/02_enterprise_architecture/03_governance_reports/domain_id_hyphen_rename_taskcards/task-ops-2026062633.md,task_bound,task_bound,medium,阶段9 Git 提交所有文件变更（17文件+生成制品）,operational_rule,"目录=task_bound | 正文永久: rule,标准,gate | 正文临时: 记录,log,日志",标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/02_enterprise_architecture/03_governance_reports/domain_id_hyphen_rename_taskcards/task-ops-2026062634.md,task_bound,task_bound,medium,元审查：循环审查修复 OPS-2026062633（最终验收）,operational_rule,"目录=task_bound | 正文永久: 标准,gate,index | 正文临时: log",标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/03_modules/infrastructure_runtime_integration/script_system/changes/mod_inf_005/TASK-OPS-2026062103.md,task_bound,task_bound,medium,批量修复 N-12 KE 条目命名格式违规(2960个),operational_rule,目录=task_bound | 正文永久: 标准 | 正文临时: 施工,标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/03_modules/infrastructure_runtime_integration/script_system/changes/mod_inf_005/TASK-OPS-2026062104.md,task_bound,task_bound,medium,"批量修复 N-15 BLUEPRINT 头部路径不存在违规(2924个,79种路径)",operational_rule,"目录=task_bound | 标题永久: blueprint | 正文永久: 蓝图,blueprint,标准 | 正文临时: 施工",位于过程性目录，跟随目录语义（标题含永久词['blueprint']但目录优先）
docs/03_modules/infrastructure_runtime_integration/script_system/changes/mod_inf_005/TASK-OPS-2026062105.md,task_bound,task_bound,medium,批量修复 N-14 __init__.py 缺少 __all__ 定义(217个),operational_rule,目录=task_bound | 正文永久: 标准 | 正文临时: 施工,标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/03_modules/infrastructure_runtime_integration/script_system/changes/mod_inf_005/TASK-OPS-2026062106.md,task_bound,task_bound,medium,批量修复 N-06 module_id 缺少 scope 前缀(135个),operational_rule,目录=task_bound | 正文永久: 标准 | 正文临时: 施工,标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/03_modules/infrastructure_runtime_integration/script_system/changes/mod_inf_005/TASK-OPS-2026062107.md,task_bound,task_bound,medium,批量修复 N-01 文件名含连续大写字母(98个),operational_rule,目录=task_bound | 正文永久: 标准 | 正文临时: 施工,标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/03_modules/infrastructure_runtime_integration/script_system/changes/mod_inf_005/TASK-OPS-2026062108.md,task_bound,task_bound,medium,批量修复 N-13 YAML/JSON/MD 文件名 snake_case(68个),operational_rule,目录=task_bound | 正文永久: 标准 | 正文临时: 施工,标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/03_modules/infrastructure_runtime_integration/script_system/changes/mod_inf_005/TASK-OPS-2026062109.md,task_bound,task_bound,medium,"手动修复少量命名违规(N-11/N-10/N-03/N-09/N-16,共88个)",operational_rule,目录=task_bound | 正文永久: 标准 | 正文临时: 施工,标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/03_modules/infrastructure_runtime_integration/script_system/changes/mod_inf_005/TASK-OPS-2026062501.md,task_bound,task_bound,medium,MTH-006根源分析强制力升级(trigger→pre_condition+操作类型自检+G2.5门禁),operational_rule,"目录=task_bound | 标题永久: 门禁 | 标题灰色: 分析 | 正文永久: 规则,rule,标准 | 正文临时: 记录,日志,施工",位于过程性目录，跟随目录语义（标题含永久词['门禁']但目录优先）
docs/03_modules/_cross_layer/feedback_loop/changelog.md,task_bound,task_bound,medium,feedback-loop Changelog,log,"目录=permanent | 标题临时: changelog | 正文永久: 协议,protocol,gate | 正文临时: changelog,施工,评估",标题+doc_type=log 均为过程性，位于永久区——过程性文件误放，建议移动到 docs/_working/
docs/03_modules/_cross_layer/mcp_servers/runbook.md,task_bound,task_bound,medium,Runbook,operational_rule,"目录=permanent | 正文临时: log,cleanup",标题无信号，doc_type=operational_rule 为过程性类型（优先于目录）
docs/03_modules/_cross_layer/context_engine/changes/index.md,task_bound,task_bound,medium,changes — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/context_engine/changes/MOD_INF_008/index.md,task_bound,task_bound,medium,mod_inf_008 — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/database/changes/index.md,task_bound,task_bound,medium,changes — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/database/changes/MOD_INF_012/index.md,task_bound,task_bound,medium,mod_inf_012 — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/feedback_loop/changes/index.md,task_bound,task_bound,medium,changes — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/feedback_loop/changes/MOD_INF_010/index.md,task_bound,task_bound,medium,mod_inf_010 — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/gate_engine/changes/index.md,task_bound,task_bound,medium,changes — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/gate_engine/changes/MOD_INF_007/index.md,task_bound,task_bound,medium,mod_inf_007 — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/llm_security/changes/index.md,task_bound,task_bound,medium,changes — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航 | 正文临时: 任务卡",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/llm_security/changes/MOD_INF_014/index.md,task_bound,task_bound,medium,MOD-LLM_SECURITY — 任务卡目录索引,index,"目录=task_bound | 标题永久: 索引 | 标题临时: 任务卡 | 正文永久: 蓝图,blueprint,模板 | 正文临时: 记录,变更记录,施工",标题conflict，目录裁决为task_bound: 目录语义: 变更记录子目录（过程性）（匹配 /changes/）
docs/03_modules/_cross_layer/mcp_servers/changes/index.md,task_bound,task_bound,medium,changes — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/mcp_servers/changes/mod_inf_013/audit_report.md,task_bound,task_bound,high,MOD-INF-013 最终审计报告,audit_report,"目录=task_bound | 标题临时: 报告,审计 | 正文永久: 蓝图,约束,constraint | 正文临时: 报告,审计,任务卡",标题强信号(task_bound)，目录一致
docs/03_modules/_cross_layer/mcp_servers/changes/mod_inf_013/index.md,task_bound,task_bound,medium,mod_inf_013 — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/orphan_judge/delivery/index.md,permanent,task_bound,high,Delivery,index,"目录=task_bound | 标题临时: 记录 | 正文永久: 蓝图,blueprint,规则 | 正文临时: 记录,任务卡,清理",标题强信号(task_bound)，目录一致
docs/03_modules/_cross_layer/orphan_judge/delivery/version_1_0_0.md,task_bound,task_bound,high,V1.0.0,log,"目录=task_bound | 标题临时: 记录 | 正文永久: 蓝图,blueprint,rule | 正文临时: 报告,记录,日志",标题强信号(task_bound)，目录一致
docs/03_modules/_cross_layer/pipeline/changes/index.md,task_bound,task_bound,medium,changes — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/pipeline/changes/MOD_INF_009/index.md,task_bound,task_bound,medium,mod_inf_009 — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/resource_optimization_engine/changes/index.md,task_bound,task_bound,medium,changes — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/resource_optimization_engine/changes/MOD_INF_032/index.md,task_bound,task_bound,medium,mod_inf_032 — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/shared_core/changes/index.md,task_bound,task_bound,medium,changes — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_cross_layer/shared_core/changes/MOD_INF_016/index.md,task_bound,task_bound,medium,mod_inf_016 — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_domain_autonomy_core/agent_spec/changelog.md,task_bound,task_bound,medium,agent-spec Changelog,log,"目录=permanent | 标题临时: changelog | 正文永久: gate | 正文临时: 记录,变更记录,changelog",标题+doc_type=log 均为过程性，位于永久区——过程性文件误放，建议移动到 docs/_working/
docs/03_modules/_domain_autonomy_core/task_card_kms/delivery/index.md,permanent,task_bound,medium,Delivery,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 蓝图,规则,索引 | 正文临时: 记录,施工,task card",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_domain_compliance/compliance_core/delivery/index.md,permanent,task_bound,medium,delivery — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_domain_data/datasource_core/delivery/index.md,permanent,task_bound,medium,delivery — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_domain_ex_core/execution_core/delivery/index.md,permanent,task_bound,medium,delivery — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_domain_factor/alpha_factor_core/delivery/index.md,permanent,task_bound,medium,delivery — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_domain_frontend/hmi_core/delivery/index.md,permanent,task_bound,medium,delivery — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_domain_governance/changes/index.md,task_bound,task_bound,medium,changes — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index,导航",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_domain_governance/changes/dom_gov_001/completeness_report.md,task_bound,task_bound,medium,蓝图分解完整性报告 · 二次审计版,audit_report,"目录=task_bound | 标题永久: 蓝图 | 标题临时: 报告,审计 | 正文永久: 蓝图,blueprint,protocol | 正文临时: 报告,审计,audit",标题conflict，目录裁决为task_bound: 目录语义: 变更记录子目录（过程性）（匹配 /changes/）
docs/03_modules/_domain_governance/changes/dom_gov_001/dependency_crosscheck.md,task_bound,task_bound,medium,MOD-GOVERNANCE Dependency Crosscheck,audit_report,"目录=task_bound | 正文永久: protocol,gate,registry | 正文临时: audit",标题无信号，doc_type=audit_report 为过程性类型（优先于目录）
docs/03_modules/_domain_governance/changes/dom_gov_001/downstream_anchor_report.md,task_bound,task_bound,high,MOD-GOVERNANCE Downstream Anchor Report,audit_report,"目录=task_bound | 标题临时: report | 正文永久: blueprint,protocol,gate | 正文临时: report,audit,construction",标题强信号(task_bound)，目录一致
docs/03_modules/_domain_governance/changes/dom_gov_001/index.md,task_bound,task_bound,medium,MOD-GOVERNANCE — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 蓝图,protocol,门禁 | 正文临时: 报告,记录,变更记录",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_domain_governance/governance_automation/delivery/index.md,permanent,task_bound,high,Delivery,index,"目录=task_bound | 标题临时: 记录 | 正文永久: 蓝图,规则,schema | 正文临时: 记录,审计",标题强信号(task_bound)，目录一致
docs/03_modules/_domain_governance/vibe_coding_pipelines/delivery/index.md,permanent,task_bound,medium,Delivery,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 蓝图,规则,索引 | 正文临时: 记录,施工",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
docs/03_modules/_domain_infra_ops/capacity_assurance/changes/index.md,task_bound,task_bound,medium,Changes — 目录索引,index,"目录=task_bound | 标题永久: 索引 | 正文永久: 索引,index",位于过程性目录，跟随目录语义（标题含永久词['索引']但目录优先）
