relative_path,current_ttl,suggested_ttl,confidence,title,doc_type,key_signals,reason
docs/01_policies_and_standards/policies/parallel_session_coordination_policy.md,permanent,permanent,medium,Parallel Session Coordination Policy / 并行 Session 协作策略,policy,"目录=permanent | 标题永久: policy | 标题临时: session | 正文永久: 协议,policy,registry | 正文临时: todo,清理,交接",标题conflict，目录裁决为permanent: 目录语义: 政策与标准永久区（规则/注册表/模板）（匹配 docs/01_policies_and_standards/）
docs/01_policies_and_standards/rules/index.md,permanent,permanent,high,rules — 目录索引,index,"目录=permanent | 标题永久: rule,索引 | 正文永久: rule,index,导航",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/templates/blueprint_construction_template.md,permanent,permanent,medium,Blueprint Construction Template,template,"目录=permanent | 标题永久: 蓝图,blueprint,template | 标题临时: construction | 标题灰色: 方案 | 正文永久: 蓝图,blueprint,规则 | 正文临时: 记录,施工,construction",标题conflict，目录裁决为permanent: 目录语义: 政策与标准永久区（规则/注册表/模板）（匹配 docs/01_policies_and_standards/）
docs/01_policies_and_standards/templates/dependency_graph_template.md,permanent,permanent,high,依赖图统一模板,template,"目录=permanent | 标题永久: 模板 | 正文永久: 蓝图,规则,标准 | 正文临时: 记录,变更记录,施工",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/templates/index.md,permanent,permanent,high,文档模板目录索引,index,"目录=permanent | 标题永久: 模板,template,索引 | 正文永久: 蓝图,blueprint,规则 | 正文临时: 记录,施工",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/templates/playbook_runbook.md,task_bound,permanent,high,Playbook Template,operational_rule,"目录=permanent | 标题永久: template | 正文永久: 模板,template | 正文临时: 记录,变更记录,复盘",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/templates/policy_template.md,permanent,permanent,high,Policy Template,template,"目录=permanent | 标题永久: policy,template | 正文永久: 规则,标准,policy | 正文临时: 记录,变更记录,审计",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/templates/register_template.md,permanent,permanent,high,Register Template,template,"目录=permanent | 标题永久: 注册表,register,template | 正文永久: schema,注册表,register | 正文临时: 记录,变更记录,审计",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/templates/risk_register_template.md,permanent,permanent,medium,<主题> 风险登记簿,template,"目录=permanent | 正文永久: 规则,register,模板 | 正文临时: 记录",标题无信号，目录语义: 政策与标准永久区（规则/注册表/模板）（匹配 docs/01_policies_and_standards/）
docs/01_policies_and_standards/templates/roadmap_template.md,permanent,permanent,medium,<季度或主题> 路线图,template,"目录=permanent | 正文永久: 标准,模板,template | 正文临时: 记录",标题无信号，目录语义: 政策与标准永久区（规则/注册表/模板）（匹配 docs/01_policies_and_standards/）
docs/01_policies_and_standards/templates/runbook_template.md,permanent,permanent,high,Runbook Template,template,"目录=permanent | 标题永久: template | 正文永久: 标准,模板,template | 正文临时: 记录,变更记录,draft",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/templates/standard_template.md,permanent,permanent,high,Standard Template,template,"目录=permanent | 标题永久: standard,template | 正文永久: 规则,标准,standard | 正文临时: 记录,变更记录,审计",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/_registry/index.md,permanent,permanent,high,登记表体系目录索引,index,"目录=permanent | 标题永久: 索引 | 正文永久: 规则,词表,schema",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/_registry/catalogs/index.md,permanent,permanent,high,登记表集中存储目录索引,index,"目录=permanent | 标题永久: 索引 | 正文永久: 蓝图,规则,rule | 正文临时: 记录,任务卡,评估",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/_registry/contracts/index.md,permanent,permanent,high,_registry/contracts/ 目录索引,index,"目录=permanent | 标题永久: 索引 | 正文永久: 规则,索引,index",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/_registry/schemas/index.md,permanent,permanent,high,_registry/schemas/ 目录索引,index,"目录=permanent | 标题永久: schema,索引 | 正文永久: 规则,标准,schema | 正文临时: log,session",标题强信号(permanent)，目录一致
docs/01_policies_and_standards/_registry/vocabularies/index.md,permanent,permanent,high,_registry/vocabularies/ 目录索引,index,"目录=permanent | 标题永久: 索引 | 正文永久: 蓝图,规则,词表 | 正文临时: 审计",标题强信号(permanent)，目录一致
docs/02_enterprise_architecture/00_overview_entry/navigation_index.md,permanent,permanent,medium,架构文档库总览,index,"目录=permanent | 正文永久: 约束,真源,入口 | 正文临时: 报告,记录,审计",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/01_global_architecture_diagram/cross_domain_matrix.md,permanent,permanent,medium,域间依赖矩阵,architecture_view,目录=permanent | 标题灰色: 矩阵,标题ambiguous，目录裁决为permanent: 目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/01_global_architecture_diagram/full_project_tree_en.md,permanent,permanent,medium,ZephyrAlpha Full Project Directory Tree / 全项目目录树,architecture_view,"目录=permanent | 正文永久: blueprint,rule,policy | 正文临时: 报告,session",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/01_global_architecture_diagram/full_project_tree_zh.md,permanent,permanent,medium,ZephyrAlpha 全项目目录树 / Full Project Directory Tree,architecture_view,"目录=permanent | 正文永久: blueprint,rule,policy | 正文临时: 报告,session",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/01_global_architecture_diagram/global_capability_heatmap.md,permanent,permanent,medium,能力热力图,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: 审计,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/01_global_architecture_diagram/integration_topology.md,permanent,permanent,medium,集成拓扑图,architecture_view,"目录=permanent | 正文永久: 规则 | 正文临时: 报告,审计",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/01_global_architecture_diagram/runtime_plane_mapping.md,permanent,permanent,medium,运行平面映射图,reference,"目录=permanent | 正文永久: 规则,注册表 | 正文临时: 报告,审计",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/01_d_infra_a2a.md,permanent,permanent,medium,D-INFRA_A2A a2a_communication架构文档,architecture_view,目录=permanent | 正文临时: log,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/01_d_infra_a2a_architecture.md,permanent,permanent,medium,D-INFRA_A2A a2a_communication架构图,architecture_view,目录=permanent,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/02_d_infra_ops.md,permanent,permanent,medium,D-INFRA_OPS 基础设施运维架构文档,architecture_view,"目录=permanent | 正文临时: log,construction",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/02_d_infra_ops_architecture.md,permanent,permanent,medium,D-INFRA_OPS 基础设施运维架构图,architecture_view,目录=permanent | 正文临时: construction,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/03_d_infra_recovery.md,permanent,permanent,medium,D-INFRA_RECOVERY rollback_recovery架构文档,architecture_view,目录=permanent | 正文临时: log,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/03_d_infra_recovery_architecture.md,permanent,permanent,medium,D-INFRA_RECOVERY rollback_recovery架构图,architecture_view,目录=permanent,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/04_d_infra_runtime.md,permanent,permanent,medium,D-INFRA_RUNTIME 运行时集成架构文档,architecture_view,"目录=permanent | 正文永久: schema,metadata | 正文临时: log",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/04_d_infra_runtime_architecture.md,permanent,permanent,medium,D-INFRA_RUNTIME 运行时集成架构图,architecture_view,目录=permanent | 正文永久: metadata,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/05_d_infra_telemetry.md,permanent,permanent,medium,D-INFRA_TELEMETRY observability_profiling架构文档,architecture_view,"目录=permanent | 正文永久: schema | 正文临时: log,session",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/05_d_infra_telemetry_architecture.md,permanent,permanent,medium,D-INFRA_TELEMETRY observability_profiling架构图,architecture_view,"目录=permanent | 正文永久: schema | 正文临时: log,session",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/06_d_alt_data.md,permanent,permanent,medium,D-ALT_DATA 另类数据架构文档,architecture_view,"目录=permanent | 正文永久: 规则 | 正文临时: log,note",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/06_d_alt_data_architecture.md,permanent,permanent,medium,D-ALT_DATA 另类数据架构图,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/07_d_autonomy_core.md,permanent,permanent,medium,D-AUTONOMY_CORE 自治核心架构文档,architecture_view,目录=permanent | 正文临时: log,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/07_d_autonomy_core_architecture.md,permanent,permanent,medium,D-AUTONOMY_CORE 自治核心架构图,architecture_view,目录=permanent,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/08_d_behavioral_audit.md,permanent,permanent,medium,D-BEHAVIORAL_AUDIT 行为审计架构文档,architecture_view,"目录=permanent | 标题临时: 审计 | 正文临时: log,审计",标题含过程性词但 doc_type=architecture_view 为永久类型，doc_type 优先于标题
docs/02_enterprise_architecture/02_domain_architecture_docs/08_d_behavioral_audit_architecture.md,permanent,permanent,medium,D-BEHAVIORAL_AUDIT 行为审计架构图,architecture_view,目录=permanent | 标题临时: 审计 | 正文临时: 审计,标题含过程性词但 doc_type=architecture_view 为永久类型，doc_type 优先于标题
docs/02_enterprise_architecture/02_domain_architecture_docs/09_d_data_eng.md,permanent,permanent,medium,D-DATA_ENG 数据工程架构文档,architecture_view,"目录=permanent | 正文永久: 规则 | 正文临时: log,note",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/09_d_data_eng_architecture.md,permanent,permanent,medium,D-DATA_ENG 数据工程架构图,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/10_d_data_gov.md,permanent,permanent,medium,D-DATA_GOV 数据治理架构文档,architecture_view,"目录=permanent | 正文永久: 规则,门禁 | 正文临时: log,note",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/10_d_data_gov_architecture.md,permanent,permanent,medium,D-DATA_GOV 数据治理架构图,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/11_d_data_sec.md,permanent,permanent,medium,D-DATA_SEC 数据安全与契约架构文档,architecture_view,"目录=permanent | 正文永久: 规则 | 正文临时: log,note",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/11_d_data_sec_architecture.md,permanent,permanent,medium,D-DATA_SEC 数据安全与契约架构图,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/12_d_frontend.md,permanent,permanent,medium,D-FRONTEND 前端架构文档,architecture_view,目录=permanent | 正文永久: 入口 | 正文临时: log,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/12_d_frontend_architecture.md,permanent,permanent,medium,D-FRONTEND 前端架构图,architecture_view,目录=permanent | 正文临时: report,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/13_d_integration.md,permanent,permanent,medium,D-INTEGRATION 管线路由架构文档,architecture_view,目录=permanent | 正文临时: log,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/13_d_integration_architecture.md,permanent,permanent,medium,D-INTEGRATION 管线路由架构图,architecture_view,目录=permanent,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/14_d_integration_gateway.md,permanent,permanent,medium,D-INTEGRATION_GATEWAY mcp_servers架构文档,architecture_view,"目录=permanent | 正文永久: 规则 | 正文临时: log,note",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/14_d_integration_gateway_architecture.md,permanent,permanent,medium,D-INTEGRATION-GATEWAY mcp_servers架构图,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/15_d_mkt_data.md,permanent,permanent,medium,D-MKT_DATA 行情数据架构文档,architecture_view,目录=permanent | 正文临时: log,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/15_d_mkt_data_architecture.md,permanent,permanent,medium,D-MKT_DATA 行情数据架构图,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/16_d_ops.md,permanent,permanent,medium,D-OPS 反馈循环架构文档,architecture_view,目录=permanent | 正文永久: blueprint | 正文临时: log,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/16_d_ops_architecture.md,permanent,permanent,medium,D-OPS 反馈循环架构图,architecture_view,目录=permanent | 正文永久: gate,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/17_d_reporting.md,permanent,permanent,medium,D-REPORTING 报告架构文档,architecture_view,"目录=permanent | 标题临时: 报告 | 正文临时: 报告,log",标题含过程性词但 doc_type=architecture_view 为永久类型，doc_type 优先于标题
docs/02_enterprise_architecture/02_domain_architecture_docs/17_d_reporting_architecture.md,permanent,permanent,medium,D-REPORTING 报告架构图,architecture_view,"目录=permanent | 标题临时: 报告 | 正文临时: 报告,report",标题含过程性词但 doc_type=architecture_view 为永久类型，doc_type 优先于标题
docs/02_enterprise_architecture/02_domain_architecture_docs/18_d_security.md,permanent,permanent,medium,D-SECURITY 对抗验证架构文档,architecture_view,目录=permanent | 正文临时: log,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/18_d_security_architecture.md,permanent,permanent,medium,D-SECURITY 对抗验证架构图,architecture_view,目录=permanent,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/19_d_security_llm.md,permanent,permanent,medium,D-SECURITY_LLM llm_defense架构文档,architecture_view,"目录=permanent | 正文永久: 规则 | 正文临时: log,note",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/19_d_security_llm_architecture.md,permanent,permanent,medium,D-SECURITY-LLM llm_defense架构图,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/20_d_shared.md,permanent,permanent,medium,D-SHARED 共享服务架构文档,architecture_view,"目录=permanent | 正文永久: gate,registry | 正文临时: log",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/20_d_shared_architecture.md,permanent,permanent,medium,D-SHARED 共享服务架构图,architecture_view,"目录=permanent | 正文永久: gate,registry | 正文临时: draft,session",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/21_d_ashare_signal.md,permanent,permanent,medium,D-ASHARE_SIGNAL A股特色信号架构文档,architecture_view,"目录=permanent | 正文永久: 规则 | 正文临时: log,note",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/21_d_ashare_signal_architecture.md,permanent,permanent,medium,D-ASHARE_SIGNAL A股特色信号架构图,architecture_view,"目录=permanent | 正文永久: 规则 | 正文临时: note,评估",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/22_d_audittest.md,permanent,permanent,medium,D-AUDITTEST audit_test_suite架构文档,architecture_view,"目录=permanent | 正文临时: log,审计",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/22_d_autonomy_perm.md,permanent,permanent,medium,D-AUTONOMY_PERM 自治保护架构文档,architecture_view,"目录=permanent | 正文永久: blueprint,规则",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/22_d_autonomy_perm_architecture.md,permanent,permanent,medium,D-AUTONOMY_PERM 自治保护架构图,architecture_view,"目录=permanent | 正文永久: index | 正文临时: report,审计,audit",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/23_d_autonomy_perm.md,permanent,permanent,medium,D-AUTONOMY_PERM 自治保护架构文档,architecture_view,"目录=permanent | 正文永久: blueprint,规则 | 正文临时: log",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/23_d_backtest.md,permanent,permanent,medium,D-BACKTEST 回测架构文档,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/23_d_backtest_architecture.md,permanent,permanent,medium,D-BACKTEST 回测架构图,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/24_d_backtest.md,permanent,permanent,medium,D-BACKTEST 回测架构文档,architecture_view,"目录=permanent | 正文永久: 规则 | 正文临时: log,note",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/24_d_compliance.md,permanent,permanent,medium,D-COMPLIANCE 合规架构文档,architecture_view,"目录=permanent | 正文永久: 规则,rule | 正文临时: 报告",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/24_d_compliance_architecture.md,permanent,permanent,medium,D-COMPLIANCE 合规架构图,architecture_view,"目录=permanent | 正文永久: 规则,rule | 正文临时: 报告",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/25_d_compliance.md,permanent,permanent,medium,D-COMPLIANCE 合规架构文档,architecture_view,"目录=permanent | 正文永久: 规则 | 正文临时: 报告,log",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/25_d_cross_asset.md,permanent,permanent,medium,D-CROSS_ASSET 跨资产架构文档,architecture_view,目录=permanent,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/25_d_cross_asset_architecture.md,permanent,permanent,medium,D-CROSS_ASSET 跨资产架构图,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/26_d_cross_asset.md,permanent,permanent,medium,D-CROSS_ASSET 跨资产架构文档,architecture_view,目录=permanent | 正文临时: log,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/26_d_digital_twin.md,permanent,permanent,medium,D-DIGITAL_TWIN 数字孪生架构文档,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/26_d_digital_twin_architecture.md,permanent,permanent,medium,D-DIGITAL_TWIN 数字孪生架构图,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/27_d_digital_twin.md,permanent,permanent,medium,D-DIGITAL_TWIN 数字孪生架构文档,architecture_view,"目录=permanent | 正文永久: 规则 | 正文临时: log,note",标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
docs/02_enterprise_architecture/02_domain_architecture_docs/27_d_exec_sim.md,permanent,permanent,medium,D-EXEC_SIM 执行仿真架构文档,architecture_view,目录=permanent | 正文永久: 规则 | 正文临时: note,标题无信号，目录语义: 企业架构永久区（TOGAF 视图+架构模型）（匹配 docs/02_enterprise_architecture/）
