md5_12,year,orig_name,defer_reason,note
e8017cc1adc5,2020年度精选策略,85 【第一次玩】我就是要买便宜股系列.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
7f75e2081235,2020年度精选策略,87 选股策略说明——张燕兰 16318320.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
ff5f6c3813ed,2020年度精选策略,88 一位小白编辑的多因子选股策略.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
69fe6ca04e2a,2020年度精选策略,92 多因子选股策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
bd42540f86e4,2020年度精选策略,94 PE和PB策略.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
a3f1f85b037f,2020年度精选策略,95 资金流策略.txt,moneyflow_gap,资金流策略（money_flow 表 2026-08 起）
94402fbc86f0,2020年度精选策略,96 沪港两地上市的银行股翻倍策略报告.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
474a5f390f94,2020年度精选策略,97 银行翻倍策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
60a9a654f19e,2020年度精选策略,99 一个中信证券的向导策略.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
9bb1e9bad66c,2022年度精选策略,1.一颗耀眼的星—【回顾2】小市值成长股策略更新—改.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
3f97fbbb5ff6,2022年度精选策略,10.龙头首阴战法改版二.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
17c98231093f,2022年度精选策略,100.【复现】金股组合增强—分析师推荐概率.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
2c5bfdb51ff6,2022年度精选策略,11.缠论交易策略.txt,chan_complexity,缠论交易策略（分型/笔段结构复杂，日频向量化保真度不足，两份同文）
8a955a32661d,2022年度精选策略,12.全市场选股？7年5倍不择时，回撤30%左右.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
31b0fb73d6d4,2022年度精选策略,13.【涨停研究三】连板股票收益统计与回测.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
94dd3d1d8f21,2022年度精选策略,14.为实盘做的更新：分钟级别和盘中止损.txt,intraday_signal,分钟级别盘中止损
306c53777921,2022年度精选策略,18.动量ETF轮动-RSRS择时-卡尔曼滤波.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
dde77a881279,2022年度精选策略,19.【复现】高频价量相关性，意想不到的选股因子.txt,minute_data_gap,高频价量相关性因子（分钟级数据依赖，两份同文）
22e60ed976fb,2022年度精选策略,2.ETF动量轮动RSRS择时-魔改3小优化.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
89537e64ae3a,2022年度精选策略,20.【复现】因子择时？？？.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
b929bb8ae99a,2022年度精选策略,22.菜场大妈选股法.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
768359f2a212,2022年度精选策略,24.宽基ETF动量轮动钝化RSRS择时-回撤小.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
40c22cfc183a,2022年度精选策略,29.【策略.行业轮动】趋势-拥挤-景气度模型看行业轮动.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
3e8bbfecef0c,2022年度精选策略,3.截止到21年12月依然有效的小市值适配因子.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
f8faec93ea59,2022年度精选策略,30.【超跌反弹v1.0】3年2.3倍的超跌反弹小牛股.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
40cdb4447059,2022年度精选策略,31.《趋势永存》持续16年跑赢大盘的真正靠谱策略.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
058acd16c70a,2022年度精选策略,"32.追高概率涨停策略, 2022年化350%.txt",intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
0708750d8d4f,2022年度精选策略,33.胜率88.9%之君正集团策略-大阳分歧反包.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
cfd84756bddc,2022年度精选策略,34.【回撤二波2.0】透过一次过拟合的机器学习摸底策略的收益上限.txt,ml_model_dependent,过拟合 ML 摸底（模型依赖）
d6dfa459b98d,2022年度精选策略,35.自适应量化终极算法2.0 （全新升级).txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
c23dcb570d44,2022年度精选策略,37.三阳三阴战法.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
13847acade93,2022年度精选策略,38.ETF动量轮动RSRS择时-魔改3-北向资金择时-再优化.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
21ec55edd6d8,2022年度精选策略,39.绩优小市值量化君也-模拟交易年化333.75%.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
3009e3b9051e,2022年度精选策略,4.集合竞价摸奖策略1.0-致敬2022.txt,auction_gap,集合竞价摸奖（同上，两份同文）
117e9c807654,2022年度精选策略,42.实盘出现的问题和解决办法.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
e2d666e30a19,2022年度精选策略,45.真真正正的诚意之作-2021超十倍.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
cbc8f2c5669b,2022年度精选策略,46.韶华研究之十二--还算可以的竞价研究.txt,auction_gap,竞价研究（同上）
a653bb97503a,2022年度精选策略,47.别人恐惧我贪婪——重视大盘择时.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
39dbeced0f7b,2022年度精选策略,49.修改成一创版本.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
761ba995d9c1,2022年度精选策略,5.随机森林策略，低换手率，年化近50%.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
735da80d20f4,2022年度精选策略,51.行业反转效应（年化32%回撤8%).txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
30e32c8cffae,2022年度精选策略,52.市场宽度——简洁版.txt,not_strategy,宽度指标研究 notebook（仅画图）
ebdfa4e25669,2022年度精选策略,53.超跌网格交易大法V1.2：稳健跑赢大盘-年化13%回撤7%.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
b2bd8aaa693f,2022年度精选策略,54.sales_growth今年最优版.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
9519cb55d6b7,2022年度精选策略,56.一创PEG+EBIT+turnover_volatility.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
79ae77fb3af7,2022年度精选策略,6.PEG+成长+小市值+RSRS择时.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
5a049724244c,2022年度精选策略,61.简单ETF策略，年化97%.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
26504daaec74,2022年度精选策略,62.【重构】C-VIX 中国版 VIX 编制手册.txt,not_strategy,C-VIX 编制手册（期权数据依赖）
013cb4b74559,2022年度精选策略,65.神级策略：桥水全天候策略-7年最大回撤仅3.5%.txt,allocation_class,桥水全天候（资产配置）
8a501274d829,2022年度精选策略,66.ETF动量轮动MA乖离择时.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
0cfd69a71894,2022年度精选策略,67.三因子策略年化21%简单多因子策略框架.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
a21c221a02be,2022年度精选策略,68.胜率78%，6年36倍，今年行情依然50%年化.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
980f868e249b,2022年度精选策略,7.致敬经典作品——小兵哥《一致性风险度量》——极速版.txt,not_strategy,一致性风险度量研究
f6b9581b7b4f,2022年度精选策略,70.（股票交易模板）小市值-EPS-成长因子选股.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
796cdaa672f8,2022年度精选策略,72.随机森林 - 多因子模型.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
a3cc3db7586e,2022年度精选策略,73.实现净利润跳空策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
259a5854ef9e,2022年度精选策略,74.【动量应用V1】12年120倍，根据研报思路调整.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
1e9952c07f3e,2022年度精选策略,75.ETF轮动策略-入门2.0.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
f367356aa7c2,2022年度精选策略,76.ETF-控制回撤性能拉满（国债ETF增强).txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
65c6f9a6f19c,2022年度精选策略,77.龙头弱转强战法.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
48bf0497cf33,2022年度精选策略,78.ffscore选股加rsrs择时.txt,fundamental_gate,ffscore 财务选股+RSRS 择时
b6bcb28f7620,2022年度精选策略,81.低PB小市值低换手策略总结.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
940a2e1375c5,2022年度精选策略,83.开盘幅度决定日内方向.txt,intraday_signal,开盘幅度日内方向（日内信号）
540dec7b2fe4,2022年度精选策略,87.北上净买入策略.txt,northbound_gap,北上净买入（同上）
81ad04a56473,2022年度精选策略,88.打首板策略，今年收益达到40%，绝无未来函数（必回）.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
b33eb6099f82,2022年度精选策略,89.年化收益55.7%， 超高胜率 0.799.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
a0b7915e9c6d,2022年度精选策略,9.分享几个截止2022年3月仍有效的策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
38cceabf3946,2022年度精选策略,90.大师策略——柯林·麦克连成长价值优势投资法.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
2df3e13a8386,2022年度精选策略,93.因子看板多因子模型---由量化课堂多因子模型修改.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
7f65df5590d0,2022年度精选策略,"94.FoF, all in.txt",allocation_class,FoF all in（基金配置）
6d7d49cd16a6,2022年度精选策略,95.首席质量因子-Gross Profitabilit（简化版）.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
7b2d53da85ce,2022年度精选策略,96.集合竞价量比策略V1.txt,auction_gap,竞价量比（同上）
70ca674cdf4c,2022年度精选策略,98.【漂亮50】“漂亮50”策略复现以及股息率排序函数.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
28a524413d52,2022年度精选策略,99.计算每日全A市场个股创新高比例(改).txt,not_strategy,创新高比例指标研究（无交易）
51f57a8e10a5,2023年度精选策略,0.7年40倍，模拟超过两年，年化高回撤低.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
d7cee922d57b,2023年度精选策略,1.龙头底分型战法-两年23倍.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
e1d490e338ef,2023年度精选策略,10.一个简单而持续稳定的懒人超额收益策略.txt,index_weight_gap,需要指数权重历史（index_weight 仅 2026-09-03 快照）
0dead42c418a,2023年度精选策略,13.胜率65%之缩量分歧反包战法.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
ffb25e65491f,2023年度精选策略,14.2020年 267%年化 13%回撤 上涨趋势策略修改版.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
fe5ea132704b,2023年度精选策略,15.动量ETF轮动RSRS择时-升级.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
0b108593130a,2023年度精选策略,18.【复现】FFScore财务模型.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
ecd0d1bac378,2023年度精选策略,19.人人可躺平16年3400%.txt,lof_data_gap,标的 162605 LOF 无行情数据
9f2d1977e464,2023年度精选策略,2.多策略融合-80倍-无未来函数.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
0dc9b17c4882,2023年度精选策略,23.低AH溢价选股.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
347a7638d04b,2023年度精选策略,24.ROE+PB模型的优化.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
db0b7d43d56c,2023年度精选策略,25.这个可入得了你们法眼.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
3f57e29567cf,2023年度精选策略,27.从相关系数角度探讨etf轮动的可行性.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
0f4b2f6ddd35,2023年度精选策略,28.F_Score 选股，年化80%+.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
8bcc925a2091,2023年度精选策略,29.价值成长轮动策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
0f9146dcb9e0,2023年度精选策略,32.最适合上班族的策略-神奇公式策略.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
46df19434d0e,2023年度精选策略,35.最简强者恒强策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
b1fb7e2246dd,2023年度精选策略,36.PEG+EBIT对小市值因子的优化.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
6627072a69c2,2023年度精选策略,37.ETF动量轮动RSRS择时-魔改4-低通滤波.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
4b5b58bda6af,2023年度精选策略,4.8年10倍，回撤小，有滑点！ETF动量简单轮动策略！.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
fdee3cd21d8d,2023年度精选策略,40.再改进可实盘-默默赚钱系列-风险控制-增强版本-V5.0.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
8ac101b74625,2023年度精选策略,41.大盘拥挤率极速版-180天3秒.txt,not_strategy,拥挤率指标研究（无交易，阈值仅注释）
85cd5a3fc01e,2023年度精选策略,42.二板排板战法研究.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
ccc2482d6ca3,2023年度精选策略,44.海龟突破系统，19-21年化150，无未来函数和过拟合.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
74ee6c30d49f,2023年度精选策略,48.【漂亮50 2.0止损版本】为了降低回撤，加入择时止损模块.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
76b7330a57c0,2023年度精选策略,49.【7日趋势】交易策略.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
2a60c3824cd6,2023年度精选策略,5.87.5%胜率之分歧反包二板.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
811eb1437ee7,2023年度精选策略,52.筹码选股.txt,shareholder_data_unverified,股东户数/十大流通股东窗口覆盖未验证
2dbd8b7260b7,2023年度精选策略,54.ETF轮动策略-入门1.0.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
ac48535d3288,2023年度精选策略,57.韶华研究之四-菲阿里四阶在T+1的短线策略应用.txt,intraday_signal,菲阿里四阶盘中执行
7f9882204193,2023年度精选策略,58.北向RSRS与布林带择时.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
4d2badcb0ec7,2023年度精选策略,59.可能是最接近实盘的“基本面三角.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
a1d91eca3597,2023年度精选策略,60.抄底神器2.0，低回撤，高成功率，无未来函数.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
48ed4870406a,2023年度精选策略,63.A股最强板块动量趋势（最终版）.txt,not_strategy,板块动量看板（today()一次性快照）
c68ec9bbbbbc,2023年度精选策略,64.韶华研究之七--不可多得的基本面三角.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
8d000bf3ccc3,2023年度精选策略,65.PB-POE+双均线--加入jq以来第一个成功的交易策略 一.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
57ad7e8d02a4,2023年度精选策略,69.选取向上趋势的股票.txt,not_strategy,研究脚本无交易规则（局部极小值回归选股器）
e94eb22bd903,2023年度精选策略,71.lightGBM.txt,ml_model_dependent,lightGBM 模型预测
a99a3193c736,2023年度精选策略,74.勾股神器2代码40行，年化一百点.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
d2da6b2acffe,2023年度精选策略,75.机器学习策略分享.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
9e33a43f5abc,2023年度精选策略,76.半年6.5倍--次新股排板一式.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
d2389c302550,2023年度精选策略,78.EPS+MS因子的大盘蓝筹策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
eacb974ee5af,2023年度精选策略,79.过滤两个因子，12年15倍的roa选股500指数增强.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
a4c5bb1c87bf,2023年度精选策略,81.拥挤率指标-择时大盘顶底-Clone1-第二版.txt,not_strategy,拥挤率指标+绘图（无交易规则）
1991fa2bcdf7,2023年度精选策略,82.势的度量.txt,not_strategy,指标定义库（势的度量，无可交易规则）
4093d68fe770,2023年度精选策略,83.韶华研究之一，布林突破+均线金叉，四年五倍.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
a6959f1f9eda,2023年度精选策略,84.对 二板排板战法 的部分优化.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
012427c761ec,2023年度精选策略,85.最新解密--追涨龙头打板策略-适合近期实盘行情.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
bda947c57e42,2023年度精选策略,86.【基本面三角3.0】看过之前策略的就略过吧.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
c3c687cc28fc,2023年度精选策略,88.韶华研究之二，顺势而为，年化140.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
4eaf1fc3a1f4,2023年度精选策略,89.2019年到现在90多倍的新策略.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
0eb202eb8ce4,2023年度精选策略,9.10倍-二板排板战法优化-无未来函数.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
86cd71959914,2023年度精选策略,90.一个月轮动股票换仓，内日做T，相对高频交易.txt,intraday_signal,日内做T 相对高频
7669a4402221,2023年度精选策略,91.致敬市场--4 解析细节.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
fb5702c304e3,2023年度精选策略,93.布林线追龙头战法.txt,fundamental_gate,PE/毛利率选股门
da0599d8de5c,2023年度精选策略,96.市场宽度20210622.txt,not_strategy,市场宽度监控热力图脚本
196fa0366512,2023年度精选策略,97.韶华研究之六，简单不一样的发现趋势，3年6倍.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
fff51a75cccf,2023年度精选策略,98.欧奈尔CANSLIM策略初探三.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
03e4c394c44f,2024年度精选策略1,12.致敬聚宽机器学习多因子50只持仓14年37倍.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
77a2c5c2d8c6,2024年度精选策略1,13.5年15倍的收益，年化79.93%，可实盘，拿走不谢！.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
c1c9b4b53644,2024年度精选策略1,14.四年多翻9倍，年化73%，成长因子评分筛选.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
6ba459329476,2024年度精选策略1,16.大市值价值投资，从2005年至今超额稳定.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
0736bfd8088f,2024年度精选策略1,18.微盘股研究.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
4879b2c6f2bb,2024年度精选策略1,19.高股息低市盈率高增长的价投策略.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
2f7aff7c552e,2024年度精选策略1,20.有赚就好-小市值剥头皮改进 2年3.86%回撤.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
aefd48b69210,2024年度精选策略1,22.菜场大妈皇城大妈年化108大妈吉祥.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
beff23128788,2024年度精选策略1,25.低价股优化，18年至今10625.40%，已加防未来函数.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
a7255b272cc9,2024年度精选策略1,26.【深度解析 六】高股息率-低PEG-低股价 模型.txt,fundamental_gate,基本面/财务数据选股门（窗口内数据缺失）
06d392f8e2be,2024年度精选策略1,27.根据大小盘相对强弱选择合适的板块股票进行交易.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
3808072af6cb,2024年度精选策略1,28.正黄旗大妈选股法，修改版，年化92%.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
f54ccf586039,2024年度精选策略1,3.【回顾3】ETF策略之核心资产轮动.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
d3b90a39e599,2024年度精选策略1,32.非线性市值（非小市值）组合4只.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
b4ce60361582,2024年度精选策略1,33.年化46.77，alpha191因子选股.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
6847854b816b,2024年度精选策略1,34.韶华研究之十八，201系列.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
bb0b9f37ce93,2024年度精选策略1,"36.【菜场大妈】股息率小市值策略,10年206倍,5年10.8倍.txt",intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
77966f36f5fa,2024年度精选策略1,38.ETF核心资产轮动-添油加醋.txt,non_pv_class,非量价类（标题与内容判读不属于本批口径）
82edb1dd05c7,2024年度精选策略1,4.首板低开策略.txt,intraday_signal,盘中信号依赖（分钟/竞价/tick 特征命中）
